,0%,10%,20%,25%,30%,35%,40%
0%,1.0,0.6067073170731707,0.5238095238095238,0.3939393939393939,0.3684210526315789,0.5,0.3333333333333333
10%,0.6067073170731707,1.0,0.744,0.5789473684210527,0.4782608695652174,0.5,0.3333333333333333
20%,0.5238095238095238,0.744,1.0,0.7837837837837838,0.7272727272727273,0.5,0.3333333333333333
25%,0.3939393939393939,0.5789473684210527,0.7837837837837838,1.0,1.0,1.0,0.3333333333333333
30%,0.3684210526315789,0.4782608695652174,0.7272727272727273,1.0,1.0,1.0,0.3333333333333333
35%,0.5,0.5,0.5,1.0,1.0,1.0,0.3333333333333333
40%,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0
